timestamp,tcp_established,tcp_syn_recv,tcp_time_wait,tcp_listen
1774516539,0,0,0,0
1774516540,0,0,0,0
1774516541,0,0,0,0
1774516542,0,0,0,0
1774516543,0,0,0,0
1774516544,0,0,0,0
1774516545,0,0,0,0
1774516546,0,0,0,0
1774516547,0,0,0,0
1774516548,0,0,0,0
1774516549,0,0,0,0
1774516550,0,0,0,0
1774516551,0,0,0,0
1774516552,0,0,0,0
1774516553,0,0,0,0
1774516554,0,0,0,0
1774516555,0,0,0,0
1774516556,0,0,0,0
1774516557,0,0,0,0
1774516558,0,0,0,0
1774516559,0,0,0,0
1774516560,0,0,0,0
1774516561,0,0,0,0
1774516562,0,0,0,0
1774516563,0,0,0,0
1774516564,0,0,0,0
1774516565,0,0,0,0
1774516566,0,0,0,0
1774516567,0,0,0,0
1774516568,0,0,0,0
1774516569,0,0,0,0
1774516570,0,0,0,0
1774516571,0,0,0,0
1774516572,0,0,0,0
1774516573,0,0,0,0
1774516574,0,0,0,0
1774516576,0,0,0,0
1774516577,0,0,0,0
1774516578,0,0,0,0
1774516579,0,0,0,0
1774516580,0,0,0,0
1774516581,0,0,0,0
1774516582,0,0,0,0
1774516583,0,0,0,0
1774516584,0,0,0,0
1774516585,0,0,0,0
1774516586,0,0,0,0
1774516587,0,0,0,0
1774516588,0,0,0,0
1774516589,0,0,0,0
1774516590,0,0,0,0
1774516591,0,0,0,0
1774516592,0,0,0,0
1774516593,0,0,0,0
1774516594,0,0,0,0
1774516595,0,0,0,0
1774516596,0,0,0,0
1774516597,0,0,0,0
1774516598,0,0,0,0
1774516599,0,0,0,0
1774516600,0,0,0,0
1774516601,0,0,0,0
1774516602,0,0,0,0
1774516603,0,0,0,0
1774516604,0,0,0,0
1774516605,0,0,0,0
1774516606,0,0,0,0
1774516607,0,0,0,0
1774516608,0,0,0,0
1774516609,0,0,0,0
1774516610,0,0,0,0
1774516611,0,0,0,0
1774516612,0,0,0,0
1774516613,0,0,0,0
1774516614,0,0,0,0
1774516615,0,0,0,0
1774516616,0,0,0,0
1774516617,0,0,0,0
1774516618,0,0,0,0
1774516619,0,0,0,0
1774516620,0,0,0,0
1774516622,0,0,0,0
1774516623,0,0,0,0
1774516624,0,0,0,0
1774516625,0,0,0,0
1774516626,0,0,0,0
1774516627,0,0,0,0
1774516628,0,0,0,0
1774516629,0,0,0,0
1774516630,0,0,0,0
1774516631,0,0,0,0
1774516632,0,0,0,0
1774516633,0,0,0,0
1774516634,0,0,0,0
1774516635,0,0,0,0
1774516636,0,0,0,0
1774516637,0,0,0,0
1774516638,0,0,0,0
1774516639,0,0,0,0
1774516640,0,0,0,0
1774516641,0,0,0,0
1774516642,0,0,0,0
1774516643,0,0,0,0
1774516644,0,0,0,0
1774516645,0,0,0,0
1774516646,0,0,0,0
1774516647,0,0,0,0
1774516648,0,0,0,0
1774516649,0,0,0,0
1774516650,0,0,0,0
1774516651,0,0,0,0
1774516652,0,0,0,0
1774516653,0,0,0,0
1774516654,0,0,0,0
1774516655,0,0,0,0
1774516656,0,0,0,0
1774516657,0,0,0,0
1774516658,0,0,0,0
1774516659,0,0,0,0
1774516660,0,0,0,0
1774516661,0,0,0,0
1774516662,0,0,0,0
1774516663,0,0,0,0
1774516664,0,0,0,0
1774516665,0,0,0,0
1774516666,0,0,0,0
1774516667,0,0,0,0
1774516668,0,0,0,0
1774516669,0,0,0,0
1774516670,0,0,0,0
1774516671,0,0,0,0
1774516673,0,0,0,0
1774516674,0,0,0,0
1774516675,0,0,0,0
1774516676,0,0,0,0
1774516677,0,0,0,0
1774516678,0,0,0,0
1774516679,0,0,0,0
1774516680,0,0,0,0
1774516681,0,0,0,0
1774516682,0,0,0,0
1774516683,0,0,0,0
1774516684,0,0,0,0
1774516685,0,0,0,0
1774516686,0,0,0,0
1774516687,0,0,0,0
1774516688,0,0,0,0
1774516689,0,0,0,0
1774516690,0,0,0,0
1774516691,0,0,0,0
1774516692,0,0,0,0
1774516693,0,0,0,0
1774516694,0,0,0,0
1774516695,0,0,0,0
1774516696,0,0,0,0
1774516697,0,0,0,0
1774516698,0,0,0,0
1774516699,0,0,0,0
1774516700,0,0,0,0
1774516701,0,0,0,0
1774516702,0,0,0,0
1774516703,0,0,0,0
1774516704,0,0,0,0
1774516705,0,0,0,0
1774516706,0,0,0,0
1774516707,0,0,0,0
1774516708,0,0,0,0
1774516709,0,0,0,0
1774516710,0,0,0,0
1774516711,0,0,0,0
1774516712,0,0,0,0
1774516713,0,0,0,0
1774516714,0,0,0,0
1774516715,0,0,0,0
1774516716,0,0,0,0
1774516718,0,0,0,0
1774516719,0,0,0,0
1774516720,0,0,0,0
1774516721,0,0,0,0
1774516722,0,0,0,0
1774516723,0,0,0,0
1774516724,0,0,0,0
1774516725,0,0,0,0
1774516726,0,0,0,0
1774516727,0,0,0,0
1774516728,0,0,0,0
1774516729,0,0,0,0
1774516730,0,0,0,0
1774516731,0,0,0,0
1774516732,0,0,0,0
1774516733,0,0,0,0
1774516734,0,0,0,0
1774516735,0,0,0,0
1774516736,0,0,0,0
1774516737,0,0,0,0
1774516738,0,0,0,0
1774516739,0,0,0,0
1774516740,0,0,0,0
1774516741,0,0,0,0
1774516742,0,0,0,0
1774516743,0,0,0,0
1774516744,0,0,0,0
1774516745,0,0,0,0
1774516746,0,0,0,0
1774516747,0,0,0,0
1774516748,0,0,0,0
1774516749,0,0,0,0
1774516750,0,0,0,0
1774516751,0,0,0,0
1774516752,0,0,0,0
1774516753,0,0,0,0
1774516754,0,0,0,0
1774516755,0,0,0,0
1774516756,0,0,0,0
1774516757,0,0,0,0
1774516758,0,0,0,0
1774516759,0,0,0,0
1774516760,0,0,0,0
1774516761,0,0,0,0
1774516762,0,0,0,0
1774516764,0,0,0,0
1774516765,0,0,0,0
1774516766,0,0,0,0
1774516767,0,0,0,0
